timepix_measurement_id,timepix_file,timepix_trigger_file,timepix_start_unix,timepix_start_utc,timepix_trigger_end_unix,timepix_trigger_end_utc,tdaq_run_number,tdaq_root_file,tdaq_start_unix,tdaq_start_utc,tdaq_end_unix,tdaq_end_utc,tdaq_elapsed_seconds,tdaq_scaler_branch,tdaq_scaler_wraps,tdaq_entries,match_method,overlap_seconds,timepix_start_minus_tdaq_start_seconds
3743,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3743.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3743_trigger.txt,1787447722.964000,2026-08-23T01:15:22.964000+00:00,1787447776.619867,2026-08-23T01:16:16.619867+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,53.655867,3592.964000
3744,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3744.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3744_trigger.txt,1787447784.176000,2026-08-23T01:16:24.176000+00:00,1787447834.233052,2026-08-23T01:17:14.233052+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,50.057052,3654.176000
3745,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3745.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3745_trigger.txt,1787447845.386000,2026-08-23T01:17:25.386000+00:00,1787447891.837860,2026-08-23T01:18:11.837860+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,46.451860,3715.386000
3746,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3746.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3746_trigger.txt,1787447906.598000,2026-08-23T01:18:26.598000+00:00,1787447949.489501,2026-08-23T01:19:09.489501+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,42.891501,3776.598000
3747,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3747.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3747_trigger.txt,1787447967.810000,2026-08-23T01:19:27.810000+00:00,1787448007.080587,2026-08-23T01:20:07.080587+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,39.270587,3837.810000
3748,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3748.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3748_trigger.txt,1787448029.024000,2026-08-23T01:20:29.024000+00:00,1787448088.656842,2026-08-23T01:21:28.656842+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,59.632842,3899.024000
3749,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3749.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3749_trigger.txt,1787448090.236000,2026-08-23T01:21:30.236000+00:00,1787448146.254751,2026-08-23T01:22:26.254751+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,56.018751,3960.236000
3750,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3750.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3750_trigger.txt,1787448151.447000,2026-08-23T01:22:31.447000+00:00,1787448203.838631,2026-08-23T01:23:23.838631+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,52.391631,4021.447000
3751,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3751.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3751_trigger.txt,1787448212.660000,2026-08-23T01:23:32.660000+00:00,1787448261.562690,2026-08-23T01:24:21.562690+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,48.902689,4082.660000
3752,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3752.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3752_trigger.txt,1787448273.871000,2026-08-23T01:24:33.871000+00:00,1787448319.056193,2026-08-23T01:25:19.056193+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,45.185193,4143.871000
3753,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3753.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3753_trigger.txt,1787448335.084000,2026-08-23T01:25:35.084000+00:00,1787448376.650811,2026-08-23T01:26:16.650811+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,41.566811,4205.084000
3754,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3754.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3754_trigger.txt,1787448396.296000,2026-08-23T01:26:36.296000+00:00,1787448434.243637,2026-08-23T01:27:14.243637+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,37.947637,4266.296000
3755,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3755.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3755_trigger.txt,1787448457.510000,2026-08-23T01:27:37.510000+00:00,1787448491.949919,2026-08-23T01:28:11.949919+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,34.439919,4327.510000
3756,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3756.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3756_trigger.txt,1787448518.721000,2026-08-23T01:28:38.721000+00:00,1787448577.119777,2026-08-23T01:29:37.119777+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,58.398777,4388.721000
3757,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3757.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3757_trigger.txt,1787448579.933000,2026-08-23T01:29:39.933000+00:00,1787448634.766203,2026-08-23T01:30:34.766203+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,54.833203,4449.933000
3758,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3758.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3758_trigger.txt,1787448641.144000,2026-08-23T01:30:41.144000+00:00,1787448698.242209,2026-08-23T01:31:38.242209+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,57.098209,4511.144000
3759,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3759.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3759_trigger.txt,1787448702.356000,2026-08-23T01:31:42.356000+00:00,1787448755.843737,2026-08-23T01:32:35.843737+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,53.487737,4572.356000
3760,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3760.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3760_trigger.txt,1787448763.569000,2026-08-23T01:32:43.569000+00:00,1787448813.466782,2026-08-23T01:33:33.466782+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,49.897782,4633.569000
3761,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3761.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3761_trigger.txt,1787448824.781000,2026-08-23T01:33:44.781000+00:00,1787448871.045007,2026-08-23T01:34:31.045007+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,46.264007,4694.781000
3762,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3762.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3762_trigger.txt,1787448885.993000,2026-08-23T01:34:45.993000+00:00,1787448928.661209,2026-08-23T01:35:28.661209+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,42.668209,4755.993000
3763,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3763.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3763_trigger.txt,1787448947.206000,2026-08-23T01:35:47.206000+00:00,1787448986.250062,2026-08-23T01:36:26.250062+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,39.044061,4817.206000
3764,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3764.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3764_trigger.txt,1787449008.420000,2026-08-23T01:36:48.420000+00:00,1787449067.948399,2026-08-23T01:37:47.948399+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,59.528399,4878.420000
3765,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3765.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3765_trigger.txt,1787449069.633000,2026-08-23T01:37:49.633000+00:00,1787449125.454405,2026-08-23T01:38:45.454405+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,55.821405,4939.633000
3766,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3766.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3766_trigger.txt,1787449130.845000,2026-08-23T01:38:50.845000+00:00,1787449183.032997,2026-08-23T01:39:43.032997+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,52.187997,5000.845000
3767,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3767.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3767_trigger.txt,1787449192.060000,2026-08-23T01:39:52.060000+00:00,1787449240.717423,2026-08-23T01:40:40.717423+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,48.657423,5062.060000
3768,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3768.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3768_trigger.txt,1787449253.271000,2026-08-23T01:40:53.271000+00:00,1787449298.277640,2026-08-23T01:41:38.277640+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,45.006640,5123.271000
3769,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3769.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3769_trigger.txt,1787449314.485000,2026-08-23T01:41:54.485000+00:00,1787449355.883323,2026-08-23T01:42:35.883323+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,41.398323,5184.485000
3770,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3770.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3770_trigger.txt,1787449375.696000,2026-08-23T01:42:55.696000+00:00,1787449413.537774,2026-08-23T01:43:33.537774+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,37.841774,5245.696000
3771,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3771.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3771_trigger.txt,1787449436.909000,2026-08-23T01:43:56.909000+00:00,1787449471.100079,2026-08-23T01:44:31.100079+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,34.191079,5306.909000
3772,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3772.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3772_trigger.txt,1787449498.121000,2026-08-23T01:44:58.121000+00:00,1787449556.247598,2026-08-23T01:45:56.247598+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,58.126598,5368.121000
3773,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3773.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3773_trigger.txt,1787449559.333000,2026-08-23T01:45:59.333000+00:00,1787449613.859720,2026-08-23T01:46:53.859720+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,54.526720,5429.333000
3774,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3774.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3774_trigger.txt,1787449620.545000,2026-08-23T01:47:00.545000+00:00,1787449677.448101,2026-08-23T01:47:57.448101+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,56.903100,5490.545000
3775,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3775.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3775_trigger.txt,1787449681.756000,2026-08-23T01:48:01.756000+00:00,1787449735.032884,2026-08-23T01:48:55.032884+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,53.276884,5551.756000
3776,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3776.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3776_trigger.txt,1787449742.968000,2026-08-23T01:49:02.968000+00:00,1787449792.682271,2026-08-23T01:49:52.682271+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,49.714271,5612.968000
3777,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3777.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3777_trigger.txt,1787449804.180000,2026-08-23T01:50:04.180000+00:00,1787449850.309443,2026-08-23T01:50:50.309443+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,46.129443,5674.180000
3778,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3778.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3778_trigger.txt,1787449865.392000,2026-08-23T01:51:05.392000+00:00,1787449907.846092,2026-08-23T01:51:47.846092+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,42.454092,5735.392000
3779,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3779.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3779_trigger.txt,1787449926.602000,2026-08-23T01:52:06.602000+00:00,1787449965.468772,2026-08-23T01:52:45.468772+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,38.866772,5796.602000
3780,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3780.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3780_trigger.txt,1787449987.817000,2026-08-23T01:53:07.817000+00:00,1787450047.049032,2026-08-23T01:54:07.049032+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,59.232032,5857.817000
3781,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3781.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3781_trigger.txt,1787450049.029000,2026-08-23T01:54:09.029000+00:00,1787450104.656564,2026-08-23T01:55:04.656564+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,55.627564,5919.029000
3782,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3782.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3782_trigger.txt,1787450110.243000,2026-08-23T01:55:10.243000+00:00,1787450162.235954,2026-08-23T01:56:02.235954+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,51.992954,5980.243000
3783,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3783.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3783_trigger.txt,1787450171.456000,2026-08-23T01:56:11.456000+00:00,1787450219.858742,2026-08-23T01:56:59.858742+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,48.402742,6041.456000
3784,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3784.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3784_trigger.txt,1787450232.669000,2026-08-23T01:57:12.669000+00:00,1787450277.486116,2026-08-23T01:57:57.486116+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,44.817116,6102.669000
3785,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3785.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3785_trigger.txt,1787450293.879000,2026-08-23T01:58:13.879000+00:00,1787450335.075316,2026-08-23T01:58:55.075316+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,41.196316,6163.879000
3786,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3786.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3786_trigger.txt,1787450355.092000,2026-08-23T01:59:15.092000+00:00,1787450392.681800,2026-08-23T01:59:52.681800+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,37.589800,6225.092000
3787,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3787.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3787_trigger.txt,1787450416.303000,2026-08-23T02:00:16.303000+00:00,1787450450.259018,2026-08-23T02:00:50.259018+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,33.956018,6286.303000
3788,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3788.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3788_trigger.txt,1787450477.514000,2026-08-23T02:01:17.514000+00:00,1787450535.433186,2026-08-23T02:02:15.433186+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,57.919186,6347.514000
3789,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3789.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3789_trigger.txt,1787450538.731000,2026-08-23T02:02:18.731000+00:00,1787450598.729230,2026-08-23T02:03:18.729230+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,59.998230,6408.731000
3790,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3790.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3790_trigger.txt,1787450599.945000,2026-08-23T02:03:19.945000+00:00,1787450656.724651,2026-08-23T02:04:16.724651+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,56.779651,6469.945000
3791,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3791.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3791_trigger.txt,1787450661.157000,2026-08-23T02:04:21.157000+00:00,1787450714.228646,2026-08-23T02:05:14.228646+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,53.071645,6531.157000
3792,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3792.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3792_trigger.txt,1787450722.368000,2026-08-23T02:05:22.368000+00:00,1787450771.837499,2026-08-23T02:06:11.837499+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,49.469499,6592.368000
3793,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3793.txt,/Users/berare/BL4S/TDAQ_stateofArt/dataTimePix/measurement_3793_trigger.txt,1787450783.580000,2026-08-23T02:06:23.580000+00:00,1787450829.531536,2026-08-23T02:07:09.531536+00:00,1787444130,/Users/berare/BL4S/TDAQ_stateofArt/1787444130.root,1787444130.000000,2026-08-23T00:15:30+00:00,1787472972.400000,2026-08-23T08:16:12.400000+00:00,28842.400000,Scaler0_ch15,6,166615,overlap,45.951536,6653.580000
